Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
processos de saude,profissionais de saude,88,public.rl_atend_proced; public.rl_cds_ficha_atend_indivdl_prf; public.rl_cds_ficha_atend_odonto_prof; public.ta_atestado_modelo; public.ta_lembrete; public.ta_prof; public.ta_prof_historico_cns; public.tb_antecedente_historico; public.tb_arquivo; public.tb_atend_obs; public.tb_atend_prof_obs; public.tb_atestado_modelo; public.tb_cds_ficha_atend_domiciliar; public.tb_cds_ficha_atend_individual; public.tb_cds_ficha_atend_odonto; public.tb_cds_ficha_proced; public.tb_cds_ficha_vacinacao; public.tb_cds_ficha_visita_domiciliar; public.tb_cds_prof; public.tb_dim_agrupador_filtro; public.tb_dim_grupo_atendimento; public.tb_dim_grupo_cbo; public.tb_dim_profissional; public.tb_fat_atd_ind_encaminhamentos; public.tb_fat_atd_ind_exames; public.tb_fat_atd_ind_problemas; public.tb_fat_atd_ind_procedimentos; public.tb_fat_atend_dom_prob_cond; public.tb_fat_atend_dom_proced; public.tb_fat_atend_odonto_encaminham; public.tb_fat_atend_odonto_exames; public.tb_fat_atend_odonto_problemas; public.tb_fat_atend_odonto_proced; public.tb_fat_atendimento_domiciliar; public.tb_fat_atvdd_coletiva_int; public.tb_fat_atvdd_coletiva_propart; public.tb_fat_proced_atend_proced; public.tb_fat_procedimento; public.tb_fat_vacinacao_vacina; public.tb_historico_cabecalho; public.tb_prof; public.tl_atend_proced; public.tl_cds_cad_individual; public.tl_cds_ficha_atend_domiciliar; public.tl_cds_ficha_atend_indivdl_prf; public.tl_cds_ficha_atend_individual; public.tl_cds_ficha_atend_odonto; public.tl_cds_ficha_atend_odonto_prof; public.tl_cds_ficha_vacinacao; public.tl_cds_ficha_visita_domiciliar; public.tl_cds_prof; public.tl_exame_requisitado; public.tl_papel; public.tl_prof,54
processos de saude,profissionais saude,7,public.rl_cds_ficha_atend_indivdl_prf; public.ta_prof_historico_cns; public.tb_cds_ficha_atend_domiciliar; public.tb_cds_ficha_atend_individual; public.tb_cds_ficha_vacinacao; public.tb_fat_atvdd_coletiva_propart; public.tl_cds_ficha_atend_indivdl_prf,7
processos de saude,profissional saude,1,public.tl_cds_ficha_atend_individual,1
processos de saude,profissoes de saude,1,public.tl_lotacao,1
processos de saude,profissoes saude,1,public.tb_dim_cbo,1
processos de saude,programa saude escola,1,public.tb_fat_atividade_coletiva,1
processos de saude,programas de saude,2,public.tb_atributo_complem,1
processos de saude,promocao da saude,3,public.tb_cds_ativ_col_pratica; public.tb_dim_procedimento; public.tb_tema_saude,3
processos de saude,promocao e prevencao,1,public.tb_proced_grupo,1
processos de saude,publico-alvo em saude,1,public.tb_fat_atvdd_coletiva_ext,1
processos de saude,publico-alvo saude,1,public.tb_fat_atvdd_coletiva_ext,1
processos de saude,publicos-alvo de saude,1,public.tb_cds_ativ_col_publico_alvo,1
processos de saude,questionarios de saude,1,public.tb_qst_questionario,1
processos de saude,racionalidade em saude,4,public.tb_dim_racionalidade_saude; public.tb_racionalidade_saude,2
processos de saude,recursos de saude,1,public.tb_recurso,1
processos de saude,regioes de saude,1,public.tb_proced_grupo,1
processos de saude,registro de saude,1,public.tb_dim_unidade_saude,1
processos de saude,registro saude,1,public.tb_prof_historico_cns,1
processos de saude,registros de saude,2,public.tb_conselho_classe; public.tb_revisao,2
processos de saude,regulamentacoes de saude,1,public.tb_atributo_complem,1
processos de saude,relatorios de saude,1,public.tb_report_etl_configs,1
processos de saude,resultados de saude,1,public.ta_ivcf,1
processos de saude,revisoes de dados de saude,1,public.tl_unidade_saude_complexidade,1
processos de saude,revisoes de saude,5,public.tl_cds_atend_odont_tip_vig_buc; public.tl_cds_ficha_ativ_col_pratica; public.tl_exame_hemoglobina_glicada; public.tl_unidade_saude_complexidade,4
processos de saude,saude,32,public.rl_antecedente_ciap; public.rl_grupo_condicao_ciap_cid; public.rl_proced_cid10; public.ta_cidadao; public.ta_cidadao_grupo; public.ta_exame_triglicerideos; public.ta_lotacao; public.ta_problema_evolucao; public.tb_alim_bebida; public.tb_cds_aval_elegibilidade; public.tb_cds_cad_individual; public.tb_cds_ficha_proced; public.tb_cds_proced; public.tb_ciap_ms; public.tb_cidadao; public.tb_dim_ciap; public.tb_dim_tipo_condicao_peso; public.tb_evolucao_subjetivo; public.tb_fat_atd_ind_medicamentos; public.tb_grupo_especialidade; public.tb_ivcf; public.tb_medicao; public.tb_tipo_glicemia; public.tl_agendado; public.tl_cds_cad_individual; public.tl_cds_ficha_proced; public.tl_exame_hemoglobina_glicada; public.tl_medicao; public.tl_problema,29
processos de saude,saude adulto,1,public.ta_medicao,1
processos de saude,saude ambiental,1,public.tb_tema_saude,1
processos de saude,saude basica,1,public.tb_cds_ficha_proced,1
processos de saude,saude cidadaos,1,public.ta_ativ_col_registro_particip,1
processos de saude,saude coletiva,4,public.rl_cds_ficha_ativ_col_pub_alvo; public.tb_cds_ativ_col_tema; public.tb_fat_atvdd_coletiva_ext; public.tl_cds_ativ_col_participante,4
processos de saude,saude comunitaria,2,public.tb_cds_visita_domiciliar; public.tb_visita_domiciliar_acs,2
processos de saude,saude da crianca,1,public.tb_exame_puericultura,1
processos de saude,saude da familia,3,public.tb_dim_equipe; public.tb_fat_familia_territorio; public.tb_tipo_equipe,3
processos de saude,saude digital,1,public.tb_nodo,1
processos de saude,saude do cidadao,1,public.tb_fat_avaliacao_elegibilidade,1
processos de saude,saude do idoso,2,public.tb_fat_ivcf; public.tb_ivcf_perguntas,2
processos de saude,saude e bem-estar,2,public.ta_ativ_col_registro_particip; public.tb_ativ_col_registro_particip,2
processos de saude,saude e doencas,2,public.tb_ciap_capitulo; public.tl_cds_aval_elegibilidade,2
processos de saude,saude e educacao,1,public.tb_cds_ficha_ativ_col,1
processos de saude,saude e enfermagem,1,public.rl_perfil_cbo_padrao,1
processos de saude,saude e nutricao,1,public.tb_dim_tipo_condicao_peso,1
processos de saude,saude e tratamentos,1,public.tb_dim_especialidade,1
processos de saude,saude escolar,2,public.tl_cds_ficha_ativ_col,1
processos de saude,saude especializada,1,public.tb_ciap_capitulo,1
processos de saude,saude familiar,4,public.tb_fat_cad_dom_familia; public.tb_fat_familia; public.tb_fat_familia_territorio; public.tl_familia,4
processos de saude,saude funcional,1,public.tb_ivcf,1
processos de saude,saude idosa,1,public.tb_fat_op_acompanhamento_idosa,1
processos de saude,saude idosos,3,public.ta_ivcf; public.tb_ivcf,2
processos de saude,saude indigena,5,public.tb_cds_cad_domiciliar; public.tb_dim_dsei; public.tb_dsei; public.tb_polo_base,4
processos de saude,saude integrativa,1,public.tb_dim_pic,1
processos de saude,saude mental,9,public.tb_cds_ativ_col_publico_alvo; public.tb_evolucao_subjetivo; public.tb_ivcf_perguntas; public.tb_pergunta; public.tb_publico_alvo; public.tb_tema_saude; public.tl_evolucao_avaliacao_ciap_cid; public.tl_evolucao_subjetivo,8
processos de saude,saude mental e dependencia quimica,1,public.tb_cds_ativ_col_publico_alvo,1
processos de saude,saude ocupacional,1,public.tb_dim_cbo,1
processos de saude,saude por capitulo,1,public.tb_ciap_capitulo,1
processos de saude,saude preventiva,1,public.tb_proced_exame_especifico,1
processos de saude,saude profissional,1,public.tl_cds_prof,1
processos de saude,saude publica,235,public.rl_ativ_col_pratica_saude; public.rl_ativ_col_tema_saude; public.rl_cds_atend_individual_ciap; public.rl_cds_visita_dom_motivo; public.rl_ciap_cid10; public.rl_evolucao_subjetivo_ciap; public.rl_grupo_condicao_ciap_cid; public.ta_ad_cidadao; public.ta_cfg_certificado; public.ta_cidadao; public.ta_cidadao_vinculacao_equipe; public.ta_problema_evolucao; public.ta_unidade_saude; public.tb_acomp_cidadaos_vinculados; public.tb_ad_cidadao; public.tb_ad_destino; public.tb_ad_origem; public.tb_atestado_modelo; public.tb_ativ_col_registro_particip; public.tb_atividade_coletiva; public.tb_cds_atend_domiciliar; public.tb_cds_atend_odonto; public.tb_cds_ativ_col_participante; public.tb_cds_ativ_col_pratica; public.tb_cds_ativ_col_publico_alvo; public.tb_cds_aval_elegibilidade; public.tb_cds_cad_individual; public.tb_cds_cidadao_resposta; public.tb_cds_ficha_ativ_col; public.tb_cds_ficha_consumo_alimentar; public.tb_cds_ficha_proced; public.tb_cds_tipo_atend_nasf; public.tb_cds_vacinacao; public.tb_cds_visita_dom_motivo; public.tb_cds_visita_domiciliar; public.tb_ciap; public.tb_ciap_dab; public.tb_ciap_ms; public.tb_cid10; public.tb_cidadao; public.tb_cidadao_grupo; public.tb_cidadao_vinculacao_equipe; public.tb_cnes; public.tb_conselho_classe; public.tb_criticidade_alergia; public.tb_cronicidade; public.tb_cuidado_compartilhado; public.tb_dim_agrupador_filtro; public.tb_dim_ciap; public.tb_dim_cid; public.tb_dim_conduta_ad; public.tb_dim_grau_vulnerabilidade; public.tb_dim_grupo_atendimento; public.tb_dim_grupo_cbo; public.tb_dim_imunobiologico; public.tb_dim_procedencia_origem; public.tb_dim_procedimento; public.tb_dim_tipo_condicao_peso; public.tb_dim_tipo_ficha; public.tb_dim_tipo_tratamento_agua; public.tb_dim_unidade_saude; public.tb_dsei; public.tb_evolucao_avaliacao; public.tb_evolucao_objetivo; public.tb_evolucao_subjetivo; public.tb_familia; public.tb_fat_atd_ind_problemas; public.tb_fat_atend_dom_prob_cond; public.tb_fat_atendimento_domiciliar; public.tb_fat_atendimento_individual; public.tb_fat_atendimento_odonto; public.tb_fat_atividade_coletiva; public.tb_fat_atvdd_coletiva_int; public.tb_fat_atvdd_coletiva_part; public.tb_fat_atvdd_coletiva_propart; public.tb_fat_cad_dom_familia; public.tb_fat_cad_individual; public.tb_fat_cidadao; public.tb_fat_cidadao_pec; public.tb_fat_cidadao_territorio; public.tb_fat_cnslddo_ciddo_fai_cid; public.tb_fat_consolidado_cidadao_fai; public.tb_fat_consolidado_cidadao_fao; public.tb_fat_consolidado_cidadao_fci; public.tb_fat_consolidado_cidadao_fp; public.tb_fat_consolidado_cidadao_fvd; public.tb_fat_cuidado_compartilhado; public.tb_fat_familia; public.tb_fat_familia_territorio; public.tb_fat_fichas; public.tb_fat_ivcf; public.tb_fat_marca_consumo_alimnt; public.tb_fat_proced_atend; public.tb_fat_procedimento; public.tb_fat_rel_op_risco_cardio; public.tb_fat_vacinacao; public.tb_fat_vacinacao_vacina; public.tb_fat_visita_domiciliar; public.tb_forma_farmaceutica; public.tb_grau_certeza_alergia; public.tb_grupo_alvo_vacinacao; public.tb_grupo_atendimento; public.tb_grupo_condicao_saude; public.tb_historico_dados_fad; public.tb_historico_dados_fai; public.tb_historico_dados_fcc; public.tb_historico_dados_proced; public.tb_historico_dados_vacina; public.tb_imunobiologico; public.tb_local_apl_vacina; public.tb_nodo; public.tb_pergunta; public.tb_pergunta_detalhe; public.tb_pratica_saude; public.tb_problema; public.tb_proced_exame_especifico; public.tb_prontuario; public.tb_publico_alvo; public.tb_regra_vacinal_dose; public.tb_sinan_notificacao; public.tb_subtipo_unidade_saude; public.tb_tema_reuniao; public.tb_tema_saude; public.tb_tipo_atend_prof; public.tb_tipo_cfg_agenda; public.tb_tipo_dado_transp; public.tb_tipo_tratamento_agua; public.tb_unidade_saude; public.tb_vacinacao; public.tb_visita_domiciliar_acs; public.tl_ad_cidadao; public.tl_cds_atend_domiciliar; public.tl_cds_atend_odonto; public.tl_cds_ativ_col_participante; public.tl_cds_cad_domiciliar; public.tl_cds_cad_individual; public.tl_cds_cidadao_resposta; public.tl_cds_domicilio; public.tl_cds_ficha_consumo_alimentar; public.tl_cds_ficha_visita_domiciliar; public.tl_cds_proced; public.tl_cds_prof; public.tl_cds_vacinacao; public.tl_cds_visita_domiciliar; public.tl_cidadao; public.tl_cidadao_vinculacao_equipe; public.tl_evolucao_avaliacao; public.tl_evolucao_objetivo; public.tl_evolucao_subjetivo_ciap; public.tl_familia; public.tl_papel; public.tl_perfil; public.tl_problema; public.tl_vacinacao,154
processos de saude,saude_publica,1,public.tb_grupo_condicao_saude,1
processos de saude,sistema de saude,1,public.tb_recurso,1
processos de saude,sistemas de informacao em saude,2,public.tb_tipo_dado_transp; public.tb_tipo_registro,2
processos de saude,sistemas de saude,7,public.tb_cds_tipo_origem; public.tb_cfg_certificado; public.tb_dim_tipo_ficha; public.tb_origem; public.tb_raca_cor; public.tb_tipo_origem_dado_transp; public.tl_recurso,7
processos de saude,sistemas saude,1,public.tb_dim_racionalidade_saude,1
processos de saude,situacao de saude,4,public.rl_cds_atend_dom_situacao_pres; public.tb_cds_tipo_situacao_presente; public.tb_problema_evolucao; public.tl_cds_atend_dom_situacao_pres,4
processos de saude,temas de saude,9,public.rl_ativ_col_tema_saude; public.rl_cds_ficha_ativ_col_tema; public.ta_ativ_col_tema_saude; public.tb_fat_atvdd_coletiva_ext; public.tb_tema_saude,5
processos de saude,temas saude publica,1,public.tb_fat_atvdd_coletiva_ext,1
processos de saude,territorio saude,1,public.tb_fat_cidadao_territorio,1
processos de saude,tipos de dados de saude,1,public.tb_tipo_dado_transp,1
processos de saude,tipos de equipes de saude,2,public.tb_tipo_equipe,1
processos de saude,tipos de registro de saude,1,public.tb_tipo_registro,1
processos de saude,tratamento de doencas,1,public.rl_evolucao_avaliacao_ciap_cid,1
processos de saude,tratamento de saude,1,public.tb_fat_atd_ind_medicamentos,1
processos de saude,uso de sistemas de saude,1,public.tl_justificativa_prontuario,1
processos de saude,validacao de dados de saude,1,public.tb_recebimento_validacao_erros,1
processos de saude,valores de saude,1,public.tb_antecedente_item,1
processos de saude,vigilancia em saude,3,public.rl_cds_atend_odont_tip_vig_buc; public.tb_cds_tipo_vig_saude_bucal; public.tl_cds_atend_odont_tip_vig_buc,3
processos de saude,vigilancia saude,1,public.tb_justificativa_prontuario,1
processos de saude,visitas de saude,1,public.tb_fat_visita_domiciliar,1
atendimento,atendimento,6,public.rl_atend_obs_responsavel; public.rl_atend_prof_conduta; public.ta_agendado; public.ta_atend_obs_responsavel; public.ta_atend_prof_conduta; public.tb_cds_proced,6
atendimento,atendimento observacoes,1,public.rl_atend_obs_responsavel,1
atendimento,atendimento profissional,55,public.rl_arquivo_atendprof; public.rl_atend_prof_conduta; public.rl_atend_prof_odonto_tipo_frnc; public.rl_evolucao_avaliacao_ciap_cid; public.rl_evolucao_plano_ciap; public.rl_evolucao_subjetivo_ciap; public.ta_antecedente_historico; public.ta_arquivo_atendprof; public.ta_atend_proced; public.ta_atend_prof_odonto; public.ta_atend_prof_puericultura; public.ta_evolucao_plano; public.ta_evolucao_subjetivo; public.ta_evolucao_subjetivo_ciap; public.ta_lembrete; public.ta_neuro_alter_fenot_evolucao; public.ta_sinan_notificacao_evolucao; public.ta_vacinacao; public.tb_atend_prof; public.tb_atend_prof_odonto; public.tb_atestado; public.tb_categoria_arquivo_atendprof; public.tb_cirurgias_internacoes; public.tb_cuidado_compartilhado; public.tb_historico_dados_tags; public.tb_lembrete; public.tb_mchat; public.tb_neuro_alter_fenot_evolucao; public.tb_problema_evolucao; public.tb_sinan_notificacao_evolucao; public.tb_status_atend_prof; public.tl_antecedente_historico; public.tl_atend_proced; public.tl_atend_prof; public.tl_atend_prof_conduta; public.tl_atend_prof_odonto_tipo_encm; public.tl_atend_prof_odonto_tipo_frnc; public.tl_atend_prof_puericultura; public.tl_evolucao_objetivo; public.tl_evolucao_plano; public.tl_evolucao_plano_ciap; public.tl_evolucao_subjetivo_ciap; public.tl_lembrete; public.tl_neuro_alter_fenot_evolucao; public.tl_receita,45
atendimento,atendimento realizado,1,public.tb_situacao_agendado,1
atendimento,atendimento responsavel,1,public.rl_atend_obs_responsavel,1
atendimento,atendimentos,32,public.rl_atend_proced; public.rl_atend_tipo_servico; public.rl_cds_atend_individual_condut; public.rl_cds_atend_odonto_tipo_cnslt; public.rl_cds_atend_odonto_tipo_encam; public.rl_tipo_atend_proced_automatic; public.ta_atend; public.ta_atend_obs; public.ta_atend_proced; public.ta_atend_prof; public.ta_atend_prof_conduta; public.ta_atend_prof_obs; public.ta_atend_tipo_servico; public.ta_retificacao_atend; public.ta_sinan_notificacao_evolucao; public.tb_atend; public.tb_atend_obs; public.tb_atend_prof; public.tb_atend_prof_obs; public.tb_fat_atd_ind_exames; public.tb_historico_cabecalho; public.tb_justificativa_prontuario; public.tb_retificacao_atend; public.tl_atend; public.tl_atend_proced; public.tl_atend_prof_odonto_tipo_encm; public.tl_atend_prof_tipo_encam_intrn; public.tl_atend_tipo_servico,28
atendimento,atendimentos por servico,1,public.rl_atend_tipo_servico,1
atendimento,avaliacao de atendimento,3,public.ta_evolucao_subjetivo; public.tb_mchat; public.tb_neuro_marco_evolucao,3
atendimento,categorias de atendimento,5,public.rl_arquivo_atendprof; public.ta_arquivo_atendprof; public.tb_categoria_arquivo_atendprof; public.tb_dim_tipo_consulta_odonto; public.tb_proced_grupo,5
atendimento,categorizacao de atendimentos,1,public.tb_ciap_componente,1
atendimento,competencias de atendimento,1,public.tb_atributo_complem,1
atendimento,configuracao de atendimento,1,public.tb_tipo_config_atend_domicilir,1
atendimento,distribuicao atendimentos,1,public.rl_cds_ficha_atend_indivdl_prf,1
atendimento,distribuicao de atendimentos,2,public.rl_atend_tipo_servico; public.rl_cds_ficha_atend_odonto_prof,2
atendimento,duracao atendimento,3,public.ta_cfg_agenda_municipal; public.tb_cfg_agenda_municipal,2
atendimento,duracao de atendimento,2,public.tb_cfg_agenda_municipal; public.tl_config_atencao_domiciliar,2
atendimento,eficiencia de atendimento,3,public.rl_atend_obs_responsavel; public.rl_cds_ficha_atend_odonto_prof; public.ta_atend_obs_responsavel,3
atendimento,evolucao de atendimento,1,public.tb_neuro_fator_risco_evolucao,1
atendimento,evolucao de atendimentos,2,public.ta_evolucao_plano_ciap; public.tb_neuro_fator_risco_evolucao,2
atendimento,fichas de atendimento,1,public.rl_cds_ficha_atend_odonto_prof,1
atendimento,finalizacao de atendimentos,1,public.tb_atend_obs,1
atendimento,fluxo de atendimento,8,public.ta_atend; public.tb_atend; public.tb_fat_cuidado_compartilhado; public.tb_status_atend; public.tb_status_revisao_atend,5
atendimento,frequencia de atendimento,4,public.rl_atend_prof_odonto_tipo_frnc; public.rl_cds_atend_individual_nasf; public.rl_cds_atend_odonto_proced; public.rl_tipo_atend_proced_automatic,4
atendimento,gestao de atendimento,1,public.tl_problema_evolucao,1
atendimento,grupos de atendimento,6,public.tb_dim_grupo_atendimento; public.tb_grupo_atendimento; public.tb_proced_subgrupo,3
atendimento,hierarquia de atendimento,1,public.tb_dim_tipo_atendimento,1
atendimento,hierarquia de atendimentos,1,public.tb_dim_tipo_atendimento,1
atendimento,historico de atendimento,1,public.tb_antecedente_historico,1
atendimento,historico de atendimentos,2,public.ta_antecedente_historico,1
atendimento,lembretes de atendimento,1,public.tl_lembrete,1
atendimento,monitoramento de atendimentos,1,public.tb_dim_desfecho_visita,1
atendimento,objetivos de atendimento,2,public.ta_evolucao_objetivo,1
atendimento,observacoes de atendimento,4,public.ta_atend_prof_obs; public.tb_atend_obs; public.tb_atend_prof_obs; public.tb_atend_prof_odonto,4
atendimento,ordem de atendimento,2,public.tb_dim_local_atendimento; public.tb_dim_tipo_atendimento,2
atendimento,origem de atendimento,1,public.tb_dim_procedencia_origem,1
atendimento,padroes de atendimento,1,public.rl_tipo_servico_padrao,1
atendimento,participantes atendimentos,1,public.tb_fat_atvdd_coletiva_part,1
atendimento,prioridade atendimento,1,public.tb_dim_classificacao_risc_enc,1
atendimento,prioridade de atendimento,5,public.tb_classificacao_prioridade_cc; public.tb_classificacao_risco_encam; public.tb_cuidado_compartilhado_evol; public.tb_dim_classificacao_risc_enc; public.tb_fat_cuidado_compartilhado,5
atendimento,priorizacao atendimento,1,public.tb_classificacao_risco_encam,1
atendimento,priorizacao de atendimento,2,public.tb_classificacao_risco,1
atendimento,processo de atendimento,1,public.tb_atend_obs,1
atendimento,processos de atendimento,2,public.tb_tipo_encam_interno,1
atendimento,profissionais atendimento,1,public.ta_atend_obs,1
atendimento,profissionais de atendimento,1,public.ta_antecedente_historico,1
atendimento,quantidade de atendimentos,1,public.rl_cds_atend_odonto_proced,1
atendimento,registro de atendimento,1,public.rl_cds_ficha_atend_indivdl_prf,1
atendimento,registro de atendimentos,1,public.rl_cds_ficha_ativ_col_pratica,1
atendimento,registros de atendimento,1,public.tb_tipo_dado_transp,1
atendimento,relacoes entre atendimentos,1,public.tb_antecedente_historico,1
atendimento,responsaveis atendimento,2,public.rl_atend_obs_responsavel; public.ta_atend_obs_responsavel,2
atendimento,responsaveis por atendimento,1,public.ta_atend_obs_responsavel,1
atendimento,resultados de atendimento,1,public.tb_status_cuidado_compartilhad,1
atendimento,retificacao de atendimentos,2,public.tb_retificacao_atend,1
atendimento,revisao de atendimento,5,public.tl_atend_prof_odonto_tipo_encm; public.tl_cds_atend_dom_proced; public.tl_cds_atend_individual_ciap; public.tl_cds_atend_individual_nasf; public.tl_cds_atend_odonto_tipo_encam,5
atendimento,revisoes de atendimento,10,public.tl_ad_cidadao; public.tl_atend_prof_conduta; public.tl_atend_prof_odonto; public.tl_atend_prof_odonto_tipo_encm; public.tl_atend_prof_odonto_tipo_frnc; public.tl_atend_prof_puericultura; public.tl_cds_atend_individual_nasf; public.tl_cds_ficha_atend_indivdl_prf; public.tl_cds_ficha_atend_odonto_prof; public.tl_receita,10
atendimento,subtipos de atendimento,1,public.tb_subtipo_unidade_saude,1
atendimento,tempo de atendimento,2,public.tb_cuidado_finalizacao_auto; public.tb_fat_consolidado_cidadao_fad,2
atendimento,temporalidade atendimentos,1,public.tb_fat_consolidado_cidadao_fao,1
atendimento,tipos atendimento grupo,1,public.tb_cds_tipo_ativ_col,1
atendimento,tipos de atendimento,31,public.rl_cds_atend_individual_nasf; public.rl_tipo_atend_proced_automatic; public.rl_unidade_saude_tipo_servico; public.ta_atend_tipo_servico; public.tb_ad_origem; public.tb_cds_tipo_atend_nasf; public.tb_complexidade; public.tb_dim_tipo_atendimento; public.tb_dim_tipo_ficha; public.tb_dim_tipo_participacao_atend; public.tb_lista_espera_tipo_atend; public.tb_tipo_atend; public.tb_tipo_atend_prof; public.tb_tipo_config_atend_domicilir; public.tb_tipo_encam_interno; public.tl_atend; public.tl_cds_atend_individual_nasf,17
aplicacao de vacinas,administracao de vacinas,5,public.rl_via_adm_local_apl_vacina; public.tb_local_apl_vacina; public.tb_via_adm_vacina,3
aplicacao de vacinas,aplicacao de vacinas,2,public.tb_local_apl_vacina; public.tb_registro_vacinacao,2
aplicacao de vacinas,aplicacao vacinas,1,public.tl_registro_vacinacao,1
aplicacao de vacinas,calendario vacinacao,1,public.tb_faixa_etaria_vacinacao,1
aplicacao de vacinas,calendario vacinal,4,public.rl_calendario_vacnl_grupo_alvo; public.tb_calendario_vacinal,2
aplicacao de vacinas,campanhas de imunizacao,3,public.tb_dim_estrategia_vacinacao; public.tb_estrategia_vacinacao,2
aplicacao de vacinas,campanhas de vacinacao,1,public.tb_dim_estrategia_vacinacao,1
aplicacao de vacinas,cobertura vacinal,2,public.tb_faixa_etaria_vacinacao; public.tb_grupo_alvo_vacinacao,2
aplicacao de vacinas,desenvolvimento de vacinas,1,public.tb_imunobiologico_fabricante,1
